County,precinct,candidate,round,result
Kossuth,PC,Warren,first,1.0
Kossuth,PC,Warren,final,1.0
Kossuth,PC,Warren,SDE,0.0
Kossuth,PC,Yang,first,0.0
Kossuth,PC,Yang,final,0.0
Kossuth,PC,Yang,SDE,0.0
Kossuth,PC,Other,first,0.0
Kossuth,PC,Other,final,0.0
Kossuth,PC,Other,SDE,0.0
Kossuth,PC,Uncommitted,first,0.0
Kossuth,PC,Uncommitted,final,0.0
Kossuth,PC,Uncommitted,SDE,0.0
Kossuth,CR 2,Bennet,first,0.0
Kossuth,CR 2,Bennet,final,0.0
Kossuth,CR 2,Bennet,SDE,0.0
Kossuth,CR 2,Biden,first,6.0
Kossuth,CR 2,Biden,final,6.0
Kossuth,CR 2,Biden,SDE,0.0889
Kossuth,CR 2,Bloomberg,first,0.0
Kossuth,CR 2,Bloomberg,final,0.0
Kossuth,CR 2,Bloomberg,SDE,0.0
Kossuth,CR 2,Buttigieg,first,5.0
Kossuth,CR 2,Buttigieg,final,5.0
Kossuth,CR 2,Buttigieg,SDE,0.0889
Kossuth,CR 2,Delaney,first,0.0
Kossuth,CR 2,Delaney,final,0.0
Kossuth,CR 2,Delaney,SDE,0.0
Kossuth,CR 2,Gabbard,first,0.0
Kossuth,CR 2,Gabbard,final,0.0
Kossuth,CR 2,Gabbard,SDE,0.0
Kossuth,CR 2,Klobuchar,first,2.0
Kossuth,CR 2,Klobuchar,final,4.0
Kossuth,CR 2,Klobuchar,SDE,0.0
Kossuth,CR 2,Patrick,first,0.0
Kossuth,CR 2,Patrick,final,0.0
Kossuth,CR 2,Patrick,SDE,0.0
Kossuth,CR 2,Sanders,first,0.0
Kossuth,CR 2,Sanders,final,0.0
Kossuth,CR 2,Sanders,SDE,0.0
Kossuth,CR 2,Steyer,first,0.0
Kossuth,CR 2,Steyer,final,0.0
Kossuth,CR 2,Steyer,SDE,0.0
Kossuth,CR 2,Warren,first,2.0
Kossuth,CR 2,Warren,final,0.0
Kossuth,CR 2,Warren,SDE,0.0
Kossuth,CR 2,Yang,first,0.0
Kossuth,CR 2,Yang,final,0.0
Kossuth,CR 2,Yang,SDE,0.0
Kossuth,CR 2,Other,first,0.0
Kossuth,CR 2,Other,final,0.0
Kossuth,CR 2,Other,SDE,0.0
Kossuth,CR 2,Uncommitted,first,0.0
Kossuth,CR 2,Uncommitted,final,0.0
Kossuth,CR 2,Uncommitted,SDE,0.0
Kossuth,GF- WM,Bennet,first,0.0
Kossuth,GF- WM,Bennet,final,0.0
Kossuth,GF- WM,Bennet,SDE,0.0
Kossuth,GF- WM,Biden,first,4.0
Kossuth,GF- WM,Biden,final,4.0
Kossuth,GF- WM,Biden,SDE,0.0889
Kossuth,GF- WM,Bloomberg,first,0.0
Kossuth,GF- WM,Bloomberg,final,0.0
Kossuth,GF- WM,Bloomberg,SDE,0.0
Kossuth,GF- WM,Buttigieg,first,4.0
Kossuth,GF- WM,Buttigieg,final,8.0
Kossuth,GF- WM,Buttigieg,SDE,0.1778
Kossuth,GF- WM,Delaney,first,0.0
Kossuth,GF- WM,Delaney,final,0.0
Kossuth,GF- WM,Delaney,SDE,0.0
Kossuth,GF- WM,Gabbard,first,0.0
Kossuth,GF- WM,Gabbard,final,0.0
Kossuth,GF- WM,Gabbard,SDE,0.0
Kossuth,GF- WM,Klobuchar,first,3.0
Kossuth,GF- WM,Klobuchar,final,3.0
Kossuth,GF- WM,Klobuchar,SDE,0.0889
Kossuth,GF- WM,Patrick,first,0.0
Kossuth,GF- WM,Patrick,final,0.0
Kossuth,GF- WM,Patrick,SDE,0.0
Kossuth,GF- WM,Sanders,first,1.0
Kossuth,GF- WM,Sanders,final,0.0
Kossuth,GF- WM,Sanders,SDE,0.0
Kossuth,GF- WM,Steyer,first,2.0
Kossuth,GF- WM,Steyer,final,0.0
Kossuth,GF- WM,Steyer,SDE,0.0
Kossuth,GF- WM,Warren,first,0.0
Kossuth,GF- WM,Warren,final,0.0
Kossuth,GF- WM,Warren,SDE,0.0
Kossuth,GF- WM,Yang,first,0.0
Kossuth,GF- WM,Yang,final,0.0
Kossuth,GF- WM,Yang,SDE,0.0
Kossuth,GF- WM,Other,first,0.0
Kossuth,GF- WM,Other,final,0.0
Kossuth,GF- WM,Other,SDE,0.0
Kossuth,GF- WM,Uncommitted,first,1.0
Kossuth,GF- WM,Uncommitted,final,0.0
Kossuth,GF- WM,Uncommitted,SDE,0.0
Kossuth,AL4,Bennet,first,0.0
Kossuth,AL4,Bennet,final,0.0
Kossuth,AL4,Bennet,SDE,0.0
Kossuth,AL4,Biden,first,9.0
Kossuth,AL4,Biden,final,13.0
Kossuth,AL4,Biden,SDE,0.1778
Kossuth,AL4,Bloomberg,first,1.0
Kossuth,AL4,Bloomberg,final,0.0
Kossuth,AL4,Bloomberg,SDE,0.0
Kossuth,AL4,Buttigieg,first,18.0
Kossuth,AL4,Buttigieg,final,21.0
Kossuth,AL4,Buttigieg,SDE,0.3556
Kossuth,AL4,Delaney,first,0.0
Kossuth,AL4,Delaney,final,0.0
Kossuth,AL4,Delaney,SDE,0.0
Kossuth,AL4,Gabbard,first,0.0
Kossuth,AL4,Gabbard,final,0.0
Kossuth,AL4,Gabbard,SDE,0.0
Kossuth,AL4,Klobuchar,first,9.0
Kossuth,AL4,Klobuchar,final,13.0
Kossuth,AL4,Klobuchar,SDE,0.1778
Kossuth,AL4,Patrick,first,0.0
Kossuth,AL4,Patrick,final,0.0
Kossuth,AL4,Patrick,SDE,0.0
Kossuth,AL4,Sanders,first,4.0
Kossuth,AL4,Sanders,final,0.0
Kossuth,AL4,Sanders,SDE,0.0
Kossuth,AL4,Steyer,first,2.0
Kossuth,AL4,Steyer,final,0.0
Kossuth,AL4,Steyer,SDE,0.0
Kossuth,AL4,Warren,first,0.0
Kossuth,AL4,Warren,final,0.0
Kossuth,AL4,Warren,SDE,0.0
Kossuth,AL4,Yang,first,3.0
Kossuth,AL4,Yang,final,0.0
Kossuth,AL4,Yang,SDE,0.0
Kossuth,AL4,Other,first,0.0
Kossuth,AL4,Other,final,0.0
Kossuth,AL4,Other,SDE,0.0
Kossuth,AL4,Uncommitted,first,1.0
Kossuth,AL4,Uncommitted,final,0.0
Kossuth,AL4,Uncommitted,SDE,0.0
Kossuth,IV- PC,Bennet,first,0.0
Kossuth,IV- PC,Bennet,final,0.0
Kossuth,IV- PC,Bennet,SDE,0.0
Kossuth,IV- PC,Biden,first,2.0
Kossuth,IV- PC,Biden,final,2.0
Kossuth,IV- PC,Biden,SDE,0.0
Kossuth,IV- PC,Bloomberg,first,0.0
Kossuth,IV- PC,Bloomberg,final,0.0
Kossuth,IV- PC,Bloomberg,SDE,0.0
Kossuth,IV- PC,Buttigieg,first,3.0
Kossuth,IV- PC,Buttigieg,final,3.0
Kossuth,IV- PC,Buttigieg,SDE,0.0889
Kossuth,IV- PC,Delaney,first,0.0
Kossuth,IV- PC,Delaney,final,0.0
Kossuth,IV- PC,Delaney,SDE,0.0
Kossuth,IV- PC,Gabbard,first,0.0
Kossuth,IV- PC,Gabbard,final,0.0
Kossuth,IV- PC,Gabbard,SDE,0.0
Kossuth,IV- PC,Klobuchar,first,0.0
Kossuth,IV- PC,Klobuchar,final,0.0
Kossuth,IV- PC,Klobuchar,SDE,0.0
Kossuth,IV- PC,Patrick,first,0.0
Kossuth,IV- PC,Patrick,final,0.0
Kossuth,IV- PC,Patrick,SDE,0.0
Kossuth,IV- PC,Sanders,first,0.0
Kossuth,IV- PC,Sanders,final,0.0
Kossuth,IV- PC,Sanders,SDE,0.0
Kossuth,IV- PC,Steyer,first,0.0
Kossuth,IV- PC,Steyer,final,0.0
Kossuth,IV- PC,Steyer,SDE,0.0
Kossuth,IV- PC,Warren,first,0.0
Kossuth,IV- PC,Warren,final,0.0
Kossuth,IV- PC,Warren,SDE,0.0
Kossuth,IV- PC,Yang,first,0.0
Kossuth,IV- PC,Yang,final,0.0
Kossuth,IV- PC,Yang,SDE,0.0
Kossuth,IV- PC,Other,first,0.0
Kossuth,IV- PC,Other,final,0.0
Kossuth,IV- PC,Other,SDE,0.0
Kossuth,IV- PC,Uncommitted,first,0.0
Kossuth,IV- PC,Uncommitted,final,0.0
Kossuth,IV- PC,Uncommitted,SDE,0.0
Kossuth,LC,Bennet,first,0.0
Kossuth,LC,Bennet,final,0.0
Kossuth,LC,Bennet,SDE,0.0
Kossuth,LC,Biden,first,2.0
Kossuth,LC,Biden,final,2.0
Kossuth,LC,Biden,SDE,0.0
Kossuth,LC,Bloomberg,first,0.0
Kossuth,LC,Bloomberg,final,0.0
Kossuth,LC,Bloomberg,SDE,0.0
Kossuth,LC,Buttigieg,first,3.0
Kossuth,LC,Buttigieg,final,3.0
Kossuth,LC,Buttigieg,SDE,0.0889
Kossuth,LC,Delaney,first,0.0
Kossuth,LC,Delaney,final,0.0
Kossuth,LC,Delaney,SDE,0.0
Kossuth,LC,Gabbard,first,0.0
Kossuth,LC,Gabbard,final,0.0
Kossuth,LC,Gabbard,SDE,0.0
Kossuth,LC,Klobuchar,first,0.0
Kossuth,LC,Klobuchar,final,0.0
Kossuth,LC,Klobuchar,SDE,0.0
Kossuth,LC,Patrick,first,0.0
Kossuth,LC,Patrick,final,0.0
Kossuth,LC,Patrick,SDE,0.0
Kossuth,LC,Sanders,first,2.0
Kossuth,LC,Sanders,final,2.0
Kossuth,LC,Sanders,SDE,0.0
Kossuth,LC,Steyer,first,0.0
Kossuth,LC,Steyer,final,0.0
Kossuth,LC,Steyer,SDE,0.0
Kossuth,LC,Warren,first,0.0
Kossuth,LC,Warren,final,0.0
Kossuth,LC,Warren,SDE,0.0
Kossuth,LC,Yang,first,0.0
Kossuth,LC,Yang,final,0.0
Kossuth,LC,Yang,SDE,0.0
Kossuth,LC,Other,first,0.0
Kossuth,LC,Other,final,0.0
Kossuth,LC,Other,SDE,0.0
Kossuth,LC,Uncommitted,first,1.0
Kossuth,LC,Uncommitted,final,1.0
Kossuth,LC,Uncommitted,SDE,0.0
Kossuth,GW- SN,Bennet,first,0.0
Kossuth,GW- SN,Bennet,final,0.0
Kossuth,GW- SN,Bennet,SDE,0.0
Kossuth,GW- SN,Biden,first,1.0
Kossuth,GW- SN,Biden,final,1.0
Kossuth,GW- SN,Biden,SDE,0.0
Kossuth,GW- SN,Bloomberg,first,0.0
Kossuth,GW- SN,Bloomberg,final,0.0
Kossuth,GW- SN,Bloomberg,SDE,0.0
Kossuth,GW- SN,Buttigieg,first,1.0
Kossuth,GW- SN,Buttigieg,final,1.0
Kossuth,GW- SN,Buttigieg,SDE,0.0
Kossuth,GW- SN,Delaney,first,0.0
Kossuth,GW- SN,Delaney,final,0.0
Kossuth,GW- SN,Delaney,SDE,0.0
Kossuth,GW- SN,Gabbard,first,0.0
Kossuth,GW- SN,Gabbard,final,0.0
Kossuth,GW- SN,Gabbard,SDE,0.0
Kossuth,GW- SN,Klobuchar,first,0.0
Kossuth,GW- SN,Klobuchar,final,0.0
Kossuth,GW- SN,Klobuchar,SDE,0.0889
Kossuth,GW- SN,Patrick,first,0.0
Kossuth,GW- SN,Patrick,final,0.0
Kossuth,GW- SN,Patrick,SDE,0.0
Kossuth,GW- SN,Sanders,first,1.0
Kossuth,GW- SN,Sanders,final,1.0
Kossuth,GW- SN,Sanders,SDE,0.0
Kossuth,GW- SN,Steyer,first,0.0
Kossuth,GW- SN,Steyer,final,0.0
Kossuth,GW- SN,Steyer,SDE,0.0
Kossuth,GW- SN,Warren,first,0.0
Kossuth,GW- SN,Warren,final,0.0
Kossuth,GW- SN,Warren,SDE,0.0
Kossuth,GW- SN,Yang,first,0.0
Kossuth,GW- SN,Yang,final,0.0
Kossuth,GW- SN,Yang,SDE,0.0
Kossuth,GW- SN,Other,first,0.0
Kossuth,GW- SN,Other,final,0.0
Kossuth,GW- SN,Other,SDE,0.0
Kossuth,GW- SN,Uncommitted,first,0.0
Kossuth,GW- SN,Uncommitted,final,0.0
Kossuth,GW- SN,Uncommitted,SDE,0.0
Kossuth,BF- PT,Bennet,first,0.0
Kossuth,BF- PT,Bennet,final,0.0
Kossuth,BF- PT,Bennet,SDE,0.0
Kossuth,BF- PT,Biden,first,6.0
Kossuth,BF- PT,Biden,final,8.0
Kossuth,BF- PT,Biden,SDE,0.1778
Kossuth,BF- PT,Bloomberg,first,0.0
Kossuth,BF- PT,Bloomberg,final,0.0
Kossuth,BF- PT,Bloomberg,SDE,0.0
Kossuth,BF- PT,Buttigieg,first,13.0
Kossuth,BF- PT,Buttigieg,final,15.0
Kossuth,BF- PT,Buttigieg,SDE,0.2667
Kossuth,BF- PT,Delaney,first,0.0
Kossuth,BF- PT,Delaney,final,0.0
Kossuth,BF- PT,Delaney,SDE,0.0
Kossuth,BF- PT,Gabbard,first,0.0
Kossuth,BF- PT,Gabbard,final,0.0
Kossuth,BF- PT,Gabbard,SDE,0.0
Kossuth,BF- PT,Klobuchar,first,3.0
Kossuth,BF- PT,Klobuchar,final,0.0
Kossuth,BF- PT,Klobuchar,SDE,0.0
Kossuth,BF- PT,Patrick,first,0.0
Kossuth,BF- PT,Patrick,final,0.0
Kossuth,BF- PT,Patrick,SDE,0.0
Kossuth,BF- PT,Sanders,first,2.0
Kossuth,BF- PT,Sanders,final,0.0
Kossuth,BF- PT,Sanders,SDE,0.0
Kossuth,BF- PT,Steyer,first,0.0
Kossuth,BF- PT,Steyer,final,0.0
Kossuth,BF- PT,Steyer,SDE,0.0
Kossuth,BF- PT,Warren,first,0.0
Kossuth,BF- PT,Warren,final,0.0
Kossuth,BF- PT,Warren,SDE,0.0
Kossuth,BF- PT,Yang,first,0.0
Kossuth,BF- PT,Yang,final,0.0
Kossuth,BF- PT,Yang,SDE,0.0
Kossuth,BF- PT,Other,first,0.0
Kossuth,BF- PT,Other,final,0.0
Kossuth,BF- PT,Other,SDE,0.0
Kossuth,BF- PT,Uncommitted,first,0.0
Kossuth,BF- PT,Uncommitted,final,0.0
Kossuth,BF- PT,Uncommitted,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Bennet,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Bennet,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Bennet,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Biden,first,21.0
Lee,West Point/Pleasant Ridge/Denmark,Biden,final,21.0
Lee,West Point/Pleasant Ridge/Denmark,Biden,SDE,0.56
Lee,West Point/Pleasant Ridge/Denmark,Bloomberg,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Bloomberg,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Bloomberg,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Buttigieg,first,33.0
Lee,West Point/Pleasant Ridge/Denmark,Buttigieg,final,35.0
Lee,West Point/Pleasant Ridge/Denmark,Buttigieg,SDE,0.7
Lee,West Point/Pleasant Ridge/Denmark,Delaney,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Delaney,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Delaney,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Gabbard,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Gabbard,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Gabbard,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Klobuchar,first,2.0
Lee,West Point/Pleasant Ridge/Denmark,Klobuchar,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Klobuchar,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Patrick,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Patrick,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Patrick,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Sanders,first,16.0
Lee,West Point/Pleasant Ridge/Denmark,Sanders,final,17.0
Lee,West Point/Pleasant Ridge/Denmark,Sanders,SDE,0.28
Lee,West Point/Pleasant Ridge/Denmark,Steyer,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Steyer,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Steyer,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Warren,first,16.0
Lee,West Point/Pleasant Ridge/Denmark,Warren,final,18.0
Lee,West Point/Pleasant Ridge/Denmark,Warren,SDE,0.28
Lee,West Point/Pleasant Ridge/Denmark,Yang,first,10.0
Lee,West Point/Pleasant Ridge/Denmark,Yang,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Yang,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Other,first,0.0
Lee,West Point/Pleasant Ridge/Denmark,Other,final,0.0
Lee,West Point/Pleasant Ridge/Denmark,Other,SDE,0.0
Lee,West Point/Pleasant Ridge/Denmark,Uncommitted,first,1.0
Lee,West Point/Pleasant Ridge/Denmark,Uncommitted,final,7.0
Lee,West Point/Pleasant Ridge/Denmark,Uncommitted,SDE,0.0
Lee,Keokuk 3,Bennet,first,0.0
Lee,Keokuk 3,Bennet,final,0.0
Lee,Keokuk 3,Bennet,SDE,0.0
Lee,Keokuk 3,Biden,first,9.0
Lee,Keokuk 3,Biden,final,9.0
Lee,Keokuk 3,Biden,SDE,0.14
Lee,Keokuk 3,Bloomberg,first,0.0
Lee,Keokuk 3,Bloomberg,final,0.0
Lee,Keokuk 3,Bloomberg,SDE,0.0
Lee,Keokuk 3,Buttigieg,first,18.0
Lee,Keokuk 3,Buttigieg,final,19.0
Lee,Keokuk 3,Buttigieg,SDE,0.28
Lee,Keokuk 3,Delaney,first,0.0
Lee,Keokuk 3,Delaney,final,0.0
Lee,Keokuk 3,Delaney,SDE,0.0
Lee,Keokuk 3,Gabbard,first,0.0
Lee,Keokuk 3,Gabbard,final,0.0
Lee,Keokuk 3,Gabbard,SDE,0.0
Lee,Keokuk 3,Klobuchar,first,1.0
Lee,Keokuk 3,Klobuchar,final,0.0
Lee,Keokuk 3,Klobuchar,SDE,0.0
Lee,Keokuk 3,Patrick,first,0.0
Lee,Keokuk 3,Patrick,final,0.0
Lee,Keokuk 3,Patrick,SDE,0.0
Lee,Keokuk 3,Sanders,first,14.0
Lee,Keokuk 3,Sanders,final,14.0
Lee,Keokuk 3,Sanders,SDE,0.14
Lee,Keokuk 3,Steyer,first,0.0
Lee,Keokuk 3,Steyer,final,0.0
Lee,Keokuk 3,Steyer,SDE,0.0
Lee,Keokuk 3,Warren,first,13.0
Lee,Keokuk 3,Warren,final,14.0
Lee,Keokuk 3,Warren,SDE,0.28
Lee,Keokuk 3,Yang,first,0.0
Lee,Keokuk 3,Yang,final,0.0
Lee,Keokuk 3,Yang,SDE,0.0
Lee,Keokuk 3,Other,first,1.0
Lee,Keokuk 3,Other,final,0.0
Lee,Keokuk 3,Other,SDE,0.0
Lee,Keokuk 3,Uncommitted,first,3.0
Lee,Keokuk 3,Uncommitted,final,0.0
Lee,Keokuk 3,Uncommitted,SDE,0.0
Lee,Fort Madison 2,Bennet,first,0.0
Lee,Fort Madison 2,Bennet,final,0.0
Lee,Fort Madison 2,Bennet,SDE,0.0
Lee,Fort Madison 2,Biden,first,13.0
Lee,Fort Madison 2,Biden,final,16.0
Lee,Fort Madison 2,Biden,SDE,0.28
Lee,Fort Madison 2,Bloomberg,first,0.0
Lee,Fort Madison 2,Bloomberg,final,0.0
Lee,Fort Madison 2,Bloomberg,SDE,0.0
Lee,Fort Madison 2,Buttigieg,first,36.0
Lee,Fort Madison 2,Buttigieg,final,34.0
Lee,Fort Madison 2,Buttigieg,SDE,0.56
Lee,Fort Madison 2,Delaney,first,0.0
Lee,Fort Madison 2,Delaney,final,0.0
Lee,Fort Madison 2,Delaney,SDE,0.0
Lee,Fort Madison 2,Gabbard,first,0.0
Lee,Fort Madison 2,Gabbard,final,0.0
Lee,Fort Madison 2,Gabbard,SDE,0.0
Lee,Fort Madison 2,Klobuchar,first,3.0
Lee,Fort Madison 2,Klobuchar,final,0.0
Lee,Fort Madison 2,Klobuchar,SDE,0.0
Lee,Fort Madison 2,Patrick,first,0.0
Lee,Fort Madison 2,Patrick,final,0.0
Lee,Fort Madison 2,Patrick,SDE,0.0
Lee,Fort Madison 2,Sanders,first,13.0
Lee,Fort Madison 2,Sanders,final,13.0
Lee,Fort Madison 2,Sanders,SDE,0.14
Lee,Fort Madison 2,Steyer,first,0.0
Lee,Fort Madison 2,Steyer,final,0.0
Lee,Fort Madison 2,Steyer,SDE,0.0
Lee,Fort Madison 2,Warren,first,14.0
Lee,Fort Madison 2,Warren,final,15.0
Lee,Fort Madison 2,Warren,SDE,0.28
Lee,Fort Madison 2,Yang,first,0.0
Lee,Fort Madison 2,Yang,final,0.0
Lee,Fort Madison 2,Yang,SDE,0.0
Lee,Fort Madison 2,Other,first,0.0
Lee,Fort Madison 2,Other,final,0.0
Lee,Fort Madison 2,Other,SDE,0.0
Lee,Fort Madison 2,Uncommitted,first,0.0
Lee,Fort Madison 2,Uncommitted,final,0.0
Lee,Fort Madison 2,Uncommitted,SDE,0.0
Lee,Keokuk 4,Bennet,first,0.0
Lee,Keokuk 4,Bennet,final,0.0
Lee,Keokuk 4,Bennet,SDE,0.0
Lee,Keokuk 4,Biden,first,4.0
Lee,Keokuk 4,Biden,final,0.0
Lee,Keokuk 4,Biden,SDE,0.0
Lee,Keokuk 4,Bloomberg,first,0.0
Lee,Keokuk 4,Bloomberg,final,0.0
Lee,Keokuk 4,Bloomberg,SDE,0.0
Lee,Keokuk 4,Buttigieg,first,14.0
Lee,Keokuk 4,Buttigieg,final,21.0
Lee,Keokuk 4,Buttigieg,SDE,0.56
Lee,Keokuk 4,Delaney,first,0.0
Lee,Keokuk 4,Delaney,final,0.0
Lee,Keokuk 4,Delaney,SDE,0.0
Lee,Keokuk 4,Gabbard,first,2.0
Lee,Keokuk 4,Gabbard,final,0.0
Lee,Keokuk 4,Gabbard,SDE,0.0
Lee,Keokuk 4,Klobuchar,first,0.0
Lee,Keokuk 4,Klobuchar,final,0.0
Lee,Keokuk 4,Klobuchar,SDE,0.0
Lee,Keokuk 4,Patrick,first,0.0
Lee,Keokuk 4,Patrick,final,0.0
Lee,Keokuk 4,Patrick,SDE,0.0
Lee,Keokuk 4,Sanders,first,10.0
Lee,Keokuk 4,Sanders,final,10.0
Lee,Keokuk 4,Sanders,SDE,0.28
Lee,Keokuk 4,Steyer,first,1.0
Lee,Keokuk 4,Steyer,final,0.0
Lee,Keokuk 4,Steyer,SDE,0.0
Lee,Keokuk 4,Warren,first,2.0
Lee,Keokuk 4,Warren,final,0.0
Lee,Keokuk 4,Warren,SDE,0.0
Lee,Keokuk 4,Yang,first,0.0
Lee,Keokuk 4,Yang,final,0.0
Lee,Keokuk 4,Yang,SDE,0.0
Lee,Keokuk 4,Other,first,0.0
Lee,Keokuk 4,Other,final,0.0
Lee,Keokuk 4,Other,SDE,0.0
Lee,Keokuk 4,Uncommitted,first,0.0
Lee,Keokuk 4,Uncommitted,final,0.0
Lee,Keokuk 4,Uncommitted,SDE,0.0
Lee,Green Bay/Washington,Bennet,first,0.0
Lee,Green Bay/Washington,Bennet,final,0.0
Lee,Green Bay/Washington,Bennet,SDE,0.0
Lee,Green Bay/Washington,Biden,first,21.0
Lee,Green Bay/Washington,Biden,final,21.0
Lee,Green Bay/Washington,Biden,SDE,0.42
Lee,Green Bay/Washington,Bloomberg,first,0.0
Lee,Green Bay/Washington,Bloomberg,final,0.0
Lee,Green Bay/Washington,Bloomberg,SDE,0.0
Lee,Green Bay/Washington,Buttigieg,first,19.0
Lee,Green Bay/Washington,Buttigieg,final,19.0
Lee,Green Bay/Washington,Buttigieg,SDE,0.42
Lee,Green Bay/Washington,Delaney,first,0.0
Lee,Green Bay/Washington,Delaney,final,0.0
Lee,Green Bay/Washington,Delaney,SDE,0.0
Lee,Green Bay/Washington,Gabbard,first,0.0
Lee,Green Bay/Washington,Gabbard,final,0.0
Lee,Green Bay/Washington,Gabbard,SDE,0.0
Lee,Green Bay/Washington,Klobuchar,first,10.0
Lee,Green Bay/Washington,Klobuchar,final,15.0
Lee,Green Bay/Washington,Klobuchar,SDE,0.28
Lee,Green Bay/Washington,Patrick,first,0.0
Lee,Green Bay/Washington,Patrick,final,0.0
Lee,Green Bay/Washington,Patrick,SDE,0.0
Lee,Green Bay/Washington,Sanders,first,9.0
Lee,Green Bay/Washington,Sanders,final,11.0
Lee,Green Bay/Washington,Sanders,SDE,0.28
Lee,Green Bay/Washington,Steyer,first,0.0
Lee,Green Bay/Washington,Steyer,final,0.0
Lee,Green Bay/Washington,Steyer,SDE,0.0
Lee,Green Bay/Washington,Warren,first,7.0
Lee,Green Bay/Washington,Warren,final,0.0
Lee,Green Bay/Washington,Warren,SDE,0.0
Lee,Green Bay/Washington,Yang,first,0.0
Lee,Green Bay/Washington,Yang,final,0.0
Lee,Green Bay/Washington,Yang,SDE,0.0
Lee,Green Bay/Washington,Other,first,0.0
Lee,Green Bay/Washington,Other,final,0.0
Lee,Green Bay/Washington,Other,SDE,0.0
Lee,Green Bay/Washington,Uncommitted,first,0.0
Lee,Green Bay/Washington,Uncommitted,final,0.0
Lee,Green Bay/Washington,Uncommitted,SDE,0.0
Lee,Fort Madison 5,Bennet,first,0.0
Lee,Fort Madison 5,Bennet,final,0.0
Lee,Fort Madison 5,Bennet,SDE,0.0
Lee,Fort Madison 5,Biden,first,24.0
Lee,Fort Madison 5,Biden,final,25.0
Lee,Fort Madison 5,Biden,SDE,0.42
Lee,Fort Madison 5,Bloomberg,first,0.0
Lee,Fort Madison 5,Bloomberg,final,0.0
Lee,Fort Madison 5,Bloomberg,SDE,0.0
Lee,Fort Madison 5,Buttigieg,first,30.0
Lee,Fort Madison 5,Buttigieg,final,35.0
Lee,Fort Madison 5,Buttigieg,SDE,0.7
Lee,Fort Madison 5,Delaney,first,0.0
Lee,Fort Madison 5,Delaney,final,0.0
Lee,Fort Madison 5,Delaney,SDE,0.0
Lee,Fort Madison 5,Gabbard,first,0.0
Lee,Fort Madison 5,Gabbard,final,0.0
Lee,Fort Madison 5,Gabbard,SDE,0.0
Lee,Fort Madison 5,Klobuchar,first,0.0
Lee,Fort Madison 5,Klobuchar,final,0.0
Lee,Fort Madison 5,Klobuchar,SDE,0.0
Lee,Fort Madison 5,Patrick,first,0.0
Lee,Fort Madison 5,Patrick,final,0.0
Lee,Fort Madison 5,Patrick,SDE,0.0
Lee,Fort Madison 5,Sanders,first,21.0
Lee,Fort Madison 5,Sanders,final,31.0
Lee,Fort Madison 5,Sanders,SDE,0.56
Lee,Fort Madison 5,Steyer,first,2.0
Lee,Fort Madison 5,Steyer,final,0.0
Lee,Fort Madison 5,Steyer,SDE,0.0
Lee,Fort Madison 5,Warren,first,4.0
Lee,Fort Madison 5,Warren,final,0.0
Lee,Fort Madison 5,Warren,SDE,0.0
Lee,Fort Madison 5,Yang,first,10.0
Lee,Fort Madison 5,Yang,final,0.0
Lee,Fort Madison 5,Yang,SDE,0.0
Lee,Fort Madison 5,Other,first,0.0
Lee,Fort Madison 5,Other,final,0.0
Lee,Fort Madison 5,Other,SDE,0.0
Lee,Fort Madison 5,Uncommitted,first,0.0
Lee,Fort Madison 5,Uncommitted,final,0.0
Lee,Fort Madison 5,Uncommitted,SDE,0.0
Lee,Keokuk 7,Bennet,first,0.0
Lee,Keokuk 7,Bennet,final,0.0
Lee,Keokuk 7,Bennet,SDE,0.0
Lee,Keokuk 7,Biden,first,22.0
Lee,Keokuk 7,Biden,final,22.0
Lee,Keokuk 7,Biden,SDE,0.28
Lee,Keokuk 7,Bloomberg,first,0.0
Lee,Keokuk 7,Bloomberg,final,0.0
Lee,Keokuk 7,Bloomberg,SDE,0.0
Lee,Keokuk 7,Buttigieg,first,22.0
Lee,Keokuk 7,Buttigieg,final,27.0
