viable_to_zero_votes,zero_votes_to_nonzero_votes,viable_to_unviable,unviable_to_viable,precinct,is_complete,candidate,votes_first,total_first,percent_first,candidate_not_viable_first,votes_final,total_final,percent_final,candidate_viable_final,change_from_first,mickey_mouse_shit,precincts_with_mms
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,delaneyj,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,bennetm,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,TRUE,09A-1593531,TRUE,bidenj,28,228,0.12280701754385964,1,35,228,0.15350877192982457,TRUE,7,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,bloombergm,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,buttigiegp,39,228,0.17105263157894737,0,49,228,0.2149122807017544,TRUE,10,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,gabbardt,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,klobuchara,17,228,0.07456140350877193,1,0,228,0,FALSE,-17,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,other,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,patrickd,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,sandersb,78,228,0.34210526315789475,0,92,228,0.40350877192982454,TRUE,14,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,steyert,0,228,0,1,0,228,0,FALSE,0,FALSE,1
FALSE,TRUE,FALSE,FALSE,09A-1593531,TRUE,uncommitted,0,228,0,1,5,228,0.021929824561403508,FALSE,5,TRUE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,warrene,40,228,0.17543859649122806,0,47,228,0.20614035087719298,TRUE,7,FALSE,1
FALSE,FALSE,FALSE,FALSE,09A-1593531,TRUE,yanga,26,228,0.11403508771929824,1,0,228,0,FALSE,-26,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,delaneyj,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,bennetm,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,bidenj,2,24,0.08333333333333333,1,0,24,0,FALSE,-2,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,bloombergm,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,buttigiegp,8,24,0.3333333333333333,0,9,24,0.375,TRUE,1,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,gabbardt,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,klobuchara,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,other,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,patrickd,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,sandersb,5,24,0.20833333333333334,0,5,24,0.20833333333333334,TRUE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,steyert,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,TRUE,FALSE,FALSE,1-947050,TRUE,uncommitted,0,24,0,1,1,24,0.041666666666666664,FALSE,1,TRUE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,warrene,9,24,0.375,0,9,24,0.375,TRUE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947050,TRUE,yanga,0,24,0,1,0,24,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,delaneyj,0,285,0,1,0,282,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,bennetm,0,285,0,1,0,282,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,bidenj,2,285,0.007017543859649123,1,0,282,0,FALSE,-2,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,bloombergm,0,285,0,1,0,282,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,buttigiegp,47,285,0.1649122807017544,0,73,282,0.25886524822695034,TRUE,26,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,gabbardt,0,285,0,1,0,282,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,klobuchara,36,285,0.12631578947368421,1,0,282,0,FALSE,-36,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,other,0,285,0,1,0,282,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,patrickd,0,285,0,1,0,282,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,sandersb,111,285,0.3894736842105263,0,116,282,0.41134751773049644,TRUE,5,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,steyert,4,285,0.014035087719298246,1,0,282,0,FALSE,-4,FALSE,1
FALSE,TRUE,FALSE,FALSE,1-947941,TRUE,uncommitted,0,285,0,1,11,282,0.03900709219858156,FALSE,11,TRUE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,warrene,68,285,0.23859649122807017,0,82,282,0.2907801418439716,TRUE,14,FALSE,1
FALSE,FALSE,FALSE,FALSE,1-947941,TRUE,yanga,17,285,0.05964912280701754,1,0,282,0,FALSE,-17,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,delaneyj,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,bennetm,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,bidenj,8,28,0.2857142857142857,0,9,28,0.32142857142857145,TRUE,1,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,bloombergm,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,buttigiegp,5,28,0.17857142857142858,0,12,28,0.42857142857142855,TRUE,7,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,gabbardt,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,klobuchara,4,28,0.14285714285714285,1,0,28,0,FALSE,-4,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,other,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,patrickd,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,sandersb,5,28,0.17857142857142858,0,7,28,0.25,TRUE,2,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,steyert,1,28,0.03571428571428571,1,0,28,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,uncommitted,0,28,0,1,0,28,0,FALSE,0,FALSE,1
TRUE,FALSE,TRUE,FALSE,1 BA-LS-1593688,TRUE,warrene,5,28,0.17857142857142858,0,0,28,0,FALSE,-5,TRUE,1
FALSE,FALSE,FALSE,FALSE,1 BA-LS-1593688,TRUE,yanga,0,28,0,1,0,28,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,delaneyj,0,74,0,1,0,73,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,bennetm,1,74,0.013513513513513514,1,0,73,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,bidenj,15,74,0.20270270270270271,0,17,73,0.2328767123287671,TRUE,2,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,bloombergm,0,74,0,1,0,73,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,buttigiegp,30,74,0.40540540540540543,0,39,73,0.5342465753424658,TRUE,9,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,gabbardt,1,74,0.013513513513513514,1,0,73,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,klobuchara,4,74,0.05405405405405406,1,0,73,0,FALSE,-4,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,other,0,74,0,1,0,73,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,patrickd,0,74,0,1,0,73,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,sandersb,12,74,0.16216216216216217,0,12,73,0.1643835616438356,TRUE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,steyert,4,74,0.05405405405405406,1,0,73,0,FALSE,-4,FALSE,1
FALSE,TRUE,FALSE,FALSE,10-948093,TRUE,uncommitted,0,74,0,1,5,73,0.0684931506849315,FALSE,5,TRUE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,warrene,6,74,0.08108108108108109,1,0,73,0,FALSE,-6,FALSE,1
FALSE,FALSE,FALSE,FALSE,10-948093,TRUE,yanga,1,74,0.013513513513513514,1,0,73,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,delaneyj,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,bennetm,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,bidenj,16,84,0.19047619047619047,0,18,84,0.21428571428571427,TRUE,2,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,bloombergm,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,buttigiegp,11,84,0.13095238095238096,1,0,84,0,FALSE,-11,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,gabbardt,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,klobuchara,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,other,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,patrickd,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,sandersb,48,84,0.5714285714285714,0,50,84,0.5952380952380952,TRUE,2,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,steyert,2,84,0.023809523809523808,1,0,84,0,FALSE,-2,FALSE,1
FALSE,TRUE,FALSE,FALSE,10 1-2-1593689,TRUE,uncommitted,0,84,0,1,16,84,0.19047619047619047,TRUE,16,TRUE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,warrene,7,84,0.08333333333333333,1,0,84,0,FALSE,-7,FALSE,1
FALSE,FALSE,FALSE,FALSE,10 1-2-1593689,TRUE,yanga,0,84,0,1,0,84,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,delaneyj,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,bennetm,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,bidenj,6,20,0.3,0,7,20,0.35,TRUE,1,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,bloombergm,1,20,0.05,1,1,20,0.05,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,buttigiegp,7,20,0.35,0,12,20,0.6,TRUE,5,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,gabbardt,0,20,0,1,0,20,0,FALSE,0,FALSE,1
TRUE,FALSE,TRUE,FALSE,12-946730,TRUE,klobuchara,5,20,0.25,0,0,20,0,FALSE,-5,TRUE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,other,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,patrickd,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,sandersb,1,20,0.05,1,0,20,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,steyert,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,uncommitted,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,warrene,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-946730,TRUE,yanga,0,20,0,1,0,20,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,delaneyj,0,172,0,1,0,172,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,bennetm,0,172,0,1,0,172,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,TRUE,12-948145,TRUE,bidenj,23,172,0.13372093023255813,1,27,172,0.1569767441860465,TRUE,4,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,bloombergm,0,172,0,1,0,172,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,buttigiegp,36,172,0.20930232558139536,0,42,172,0.2441860465116279,TRUE,6,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,gabbardt,1,172,0.005813953488372093,1,0,172,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,klobuchara,14,172,0.08139534883720931,1,0,172,0,FALSE,-14,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,other,0,172,0,1,0,172,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,patrickd,0,172,0,1,0,172,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,sandersb,68,172,0.3953488372093023,0,74,172,0.43023255813953487,TRUE,6,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,steyert,9,172,0.05232558139534884,1,0,172,0,FALSE,-9,FALSE,1
FALSE,TRUE,FALSE,FALSE,12-948145,TRUE,uncommitted,0,172,0,1,2,172,0.011627906976744186,FALSE,2,TRUE,1
FALSE,FALSE,FALSE,TRUE,12-948145,TRUE,warrene,21,172,0.12209302325581395,1,27,172,0.1569767441860465,TRUE,6,FALSE,1
FALSE,FALSE,FALSE,FALSE,12-948145,TRUE,yanga,0,172,0,1,0,172,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,delaneyj,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,bennetm,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,TRUE,12 2-2-1593691,TRUE,bidenj,23,160,0.14375,1,26,160,0.1625,TRUE,3,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,bloombergm,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,buttigiegp,35,160,0.21875,0,45,160,0.28125,TRUE,10,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,gabbardt,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,klobuchara,20,160,0.125,1,0,160,0,FALSE,-20,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,other,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,patrickd,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,sandersb,51,160,0.31875,0,52,160,0.325,TRUE,1,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,steyert,6,160,0.0375,1,0,160,0,FALSE,-6,FALSE,1
FALSE,TRUE,FALSE,FALSE,12 2-2-1593691,TRUE,uncommitted,0,160,0,1,4,160,0.025,FALSE,4,TRUE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,warrene,25,160,0.15625,0,33,160,0.20625,TRUE,8,FALSE,1
FALSE,FALSE,FALSE,FALSE,12 2-2-1593691,TRUE,yanga,0,160,0,1,0,160,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,delaneyj,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,bennetm,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,bidenj,10,104,0.09615384615384616,1,13,104,0.125,FALSE,3,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,bloombergm,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,buttigiegp,27,104,0.25961538461538464,0,33,104,0.3173076923076923,TRUE,6,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,gabbardt,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,klobuchara,8,104,0.07692307692307693,1,0,104,0,FALSE,-8,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,other,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,patrickd,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,sandersb,31,104,0.2980769230769231,0,31,104,0.2980769230769231,TRUE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,steyert,0,104,0,1,0,104,0,FALSE,0,FALSE,1
FALSE,TRUE,FALSE,FALSE,13-946962,TRUE,uncommitted,0,104,0,1,5,104,0.04807692307692308,FALSE,5,TRUE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,warrene,18,104,0.17307692307692307,0,22,104,0.21153846153846154,TRUE,4,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-946962,TRUE,yanga,10,104,0.09615384615384616,1,0,104,0,FALSE,-10,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,delaneyj,0,37,0,1,0,29,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,bennetm,0,37,0,1,0,29,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,bidenj,7,37,0.1891891891891892,0,10,29,0.3448275862068966,TRUE,3,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,bloombergm,0,37,0,1,0,29,0,FALSE,0,FALSE,1
TRUE,FALSE,TRUE,FALSE,13-947157,TRUE,buttigiegp,8,37,0.21621621621621623,0,0,29,0,FALSE,-8,TRUE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,gabbardt,0,37,0,1,0,29,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,klobuchara,2,37,0.05405405405405406,1,0,29,0,FALSE,-2,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,other,0,37,0,1,0,29,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,patrickd,0,37,0,1,0,29,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,sandersb,7,37,0.1891891891891892,0,10,29,0.3448275862068966,TRUE,3,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,steyert,2,37,0.05405405405405406,1,0,29,0,FALSE,-2,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,uncommitted,0,37,0,1,0,29,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,warrene,8,37,0.21621621621621623,0,9,29,0.3103448275862069,TRUE,1,FALSE,1
FALSE,FALSE,FALSE,FALSE,13-947157,TRUE,yanga,3,37,0.08108108108108109,1,0,29,0,FALSE,-3,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,delaneyj,0,174,0,1,0,174,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,bennetm,2,174,0.011494252873563218,1,0,174,0,FALSE,-2,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,bidenj,40,174,0.22988505747126436,0,46,174,0.26436781609195403,TRUE,6,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,bloombergm,1,174,0.005747126436781609,1,0,174,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,buttigiegp,31,174,0.1781609195402299,0,47,174,0.27011494252873564,TRUE,16,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,gabbardt,0,174,0,1,0,174,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,klobuchara,23,174,0.13218390804597702,1,0,174,0,FALSE,-23,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,other,0,174,0,1,0,174,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,patrickd,0,174,0,1,0,174,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,sandersb,57,174,0.3275862068965517,0,65,174,0.3735632183908046,TRUE,8,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,steyert,0,174,0,1,0,174,0,FALSE,0,FALSE,1
FALSE,TRUE,FALSE,FALSE,14 3-2-1593693,TRUE,uncommitted,0,174,0,1,16,174,0.09195402298850575,FALSE,16,TRUE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,warrene,20,174,0.11494252873563218,1,0,174,0,FALSE,-20,FALSE,1
FALSE,FALSE,FALSE,FALSE,14 3-2-1593693,TRUE,yanga,0,174,0,1,0,174,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,delaneyj,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,bennetm,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,bidenj,29,511,0.05675146771037182,1,0,511,0,FALSE,-29,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,bloombergm,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,buttigiegp,58,511,0.11350293542074363,1,0,511,0,FALSE,-58,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,gabbardt,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,TRUE,19-947951,TRUE,klobuchara,60,511,0.11741682974559686,1,93,511,0.18199608610567514,TRUE,33,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,other,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,patrickd,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,sandersb,208,511,0.4070450097847358,0,235,511,0.4598825831702544,TRUE,27,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,steyert,0,511,0,1,0,511,0,FALSE,0,FALSE,1
FALSE,TRUE,FALSE,FALSE,19-947951,TRUE,uncommitted,0,511,0,1,53,511,0.10371819960861056,FALSE,53,TRUE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,warrene,104,511,0.2035225048923679,0,130,511,0.25440313111545987,TRUE,26,FALSE,1
FALSE,FALSE,FALSE,FALSE,19-947951,TRUE,yanga,52,511,0.10176125244618395,1,0,511,0,FALSE,-52,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,delaneyj,0,42,0,1,0,42,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,bennetm,0,42,0,1,0,42,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,bidenj,11,42,0.2619047619047619,0,11,42,0.2619047619047619,TRUE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,bloombergm,1,42,0.023809523809523808,1,0,42,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,buttigiegp,11,42,0.2619047619047619,0,16,42,0.38095238095238093,TRUE,5,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,gabbardt,0,42,0,1,0,42,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,klobuchara,1,42,0.023809523809523808,1,0,42,0,FALSE,-1,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,other,0,42,0,1,0,42,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,patrickd,0,42,0,1,0,42,0,FALSE,0,FALSE,1
TRUE,FALSE,TRUE,FALSE,2-947146,TRUE,sandersb,7,42,0.16666666666666666,0,0,42,0,FALSE,-7,TRUE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,steyert,0,42,0,1,0,42,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,uncommitted,4,42,0.09523809523809523,1,5,42,0.11904761904761904,FALSE,1,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,warrene,7,42,0.16666666666666666,0,10,42,0.23809523809523808,TRUE,3,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947146,TRUE,yanga,0,42,0,1,0,42,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947842,TRUE,delaneyj,0,5,0,1,0,5,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947842,TRUE,bennetm,0,5,0,1,0,5,0,FALSE,0,FALSE,1
FALSE,FALSE,FALSE,FALSE,2-947842,TRUE,bidenj,0,5,0,1,0,5,0,FALSE,0,FALSE,1
