candidate,,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
subhead,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
Johnson,IOWA CITY 07,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,85.0,141.0,1.215,0.0,0.0,0.0,5.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,151.0,168.0,1.215,2.0,0.0,0.0,101.0,127.0,0.81,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,IOWA CITY 09,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,57.0,79.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,147.0,160.0,1.62,13.0,0.0,0.0,119.0,140.0,1.215,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Johnson,CORALVILLE 07,0.0,0.0,0.0,56.0,33.0,0.0,0.0,0.0,0.0,78.0,95.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0.81,0.0,0.0,0.0,80.0,85.0,0.81,0.0,0.0,0.0,116.0,123.0,1.215,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,IOWA CITY 19,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,224.0,236.0,1.62,0.0,0.0,0.0,101.0,120.0,1.215,52.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Johnson,IOWA CITY 08,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,105.0,121.0,1.215,0.0,0.0,0.0,0.0,0.0,0.0,93.0,114.0,0.81,0.0,0.0,0.0,78.0,91.0,0.81,1.0,0.0,0.0,147.0,171.0,1.215,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,CORALVILLE 01,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,67.0,100.0,0.81,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,208.0,224.0,1.62,0.0,0.0,0.0,150.0,169.0,1.215,35.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,0.0
Johnson,IOWA CITY 20,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,79.0,95.0,0.81,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,274.0,300.0,1.62,8.0,0.0,0.0,160.0,176.0,1.215,66.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Johnson,IOWA CITY 22,2.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,76.0,88.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,71.0,89.0,0.405,0.0,0.0,0.0,160.0,168.0,1.215,1.0,0.0,0.0,150.0,166.0,1.215,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,IOWA CITY 05,1.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,110.0,125.0,0.81,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,291.0,313.0,1.62,0.0,0.0,0.0,209.0,232.0,1.215,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,IOWA CITY 02,4.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,140.0,1.215,0.0,0.0,0.0,131.0,146.0,1.62,4.0,0.0,0.0,112.0,131.0,1.215,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Johnson,IOWA CITY 12/EAST LUCAS SE,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,45.0,57.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,139.0,146.0,1.62,4.0,0.0,0.0,103.0,126.0,1.215,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,IOWA CITY 13,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,43.0,69.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,159.0,176.0,1.215,0.0,0.0,0.0,106.0,147.0,1.215,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Johnson,IOWA CITY 04,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,115.0,131.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,118.0,158.0,0.81,0.0,0.0,0.0,165.0,180.0,1.215,0.0,0.0,0.0,214.0,231.0,1.215,38.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Johnson,IOWA CITY 03,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,196.0,213.0,1.62,0.0,0.0,0.0,106.0,130.0,1.215,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnson,Total,16.0,0.0,0.0,1748.0,604.0,5.67,5.0,0.0,0.0,3365.0,3718.0,33.615,0.0,0.0,0.0,35.0,0.0,0.0,2172.0,1954.0,16.605,3.0,0.0,0.0,5936.0,6216.0,50.22,176.0,7.0,0.0,5547.0,6361.0,50.625,1217.0,22.0,0.0,15.0,2.0,0.0,57.0,199.0,0.0
Jones,SGMC-SC GRV/MADISON/CLAY,0.0,0.0,0.0,4.0,5.0,0.16,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.16,0.0,0.0,0.0,9.0,10.0,0.16,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,MN3-MONTICELLO 3,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,6.0,9.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,13.0,14.0,0.16,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,MN4-MONTICELLO 4,0.0,0.0,0.0,12.0,12.0,0.16,0.0,0.0,0.0,8.0,10.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.16,0.0,0.0,0.0,7.0,7.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,OX-OXFORD,0.0,0.0,0.0,6.0,9.0,0.16,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,GF-GREENFIELD,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.16,0.0,0.0,0.0,5.0,5.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,ROHA-ROME/HALE,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,10.0,10.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,0.0,0.0,0.0,20.0,23.0,0.48,0.0,0.0,0.0,12.0,18.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.32,0.0,0.0,0.0,13.0,14.0,0.16,4.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,RLWS-RICHLAND WASHINGTON,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.32,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,0.16,0.0,0.0,0.0,7.0,11.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,MN1-MONTICELLO 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.16,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,8.0,8.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Jones,MN2-MONTICELLO 2,0.0,0.0,0.0,11.0,12.0,0.16,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.16,0.0,0.0,0.0,11.0,12.0,0.16,0.0,0.0,0.0,9.0,10.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,FV-FAIRVIEW,0.0,0.0,0.0,11.0,11.0,0.16,0.0,0.0,0.0,19.0,21.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,0.32,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,13.0,16.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jones,ANN-ANAMOSA NORTH/CASS,0.0,0.0,0.0,12.0,14.0,0.32,0.0,0.0,0.0,15.0,24.0,0.48,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.32,1.0,0.0,0.0,20.0,21.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,0.0,0.0,0.0,25.0,29.0,0.48,0.0,0.0,0.0,31.0,41.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.48,5.0,0.0,0.0,15.0,18.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jones,Total,0.0,0.0,0.0,120.0,127.0,2.4,0.0,0.0,0.0,143.0,169.0,3.52,0.0,0.0,0.0,6.0,0.0,0.0,94.0,95.0,1.92,0.0,0.0,0.0,128.0,133.0,2.56,14.0,0.0,0.0,78.0,66.0,1.12,13.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
Keokuk,Lafayette/Clear Creek,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1143,0.0,0.0,0.0,10.0,10.0,0.2286,0.0,0.0,0.0,9.0,10.0,0.2286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,English River/Liberty,0.0,0.0,0.0,7.0,7.0,0.1143,0.0,0.0,0.0,6.0,8.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Keokuk,Benton/Steady Run,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.1143,0.0,0.0,0.0,5.0,5.0,0.1143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,East/West Lancaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Sigourney 2nd Ward,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Jackson,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Sigourney 4th Ward,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,10.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.1143,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Sigourney 3rd Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.1143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Richland,0.0,0.0,0.0,6.0,6.0,0.1143,0.0,0.0,0.0,6.0,6.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Prairie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Sigourney/Plank/Van Buren,0.0,0.0,0.0,7.0,7.0,0.1143,0.0,0.0,0.0,5.0,5.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keokuk,Sigourney 1st Ward,0.0,0.0,0.0,5.0,7.0,0.1143,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Keokuk,What Cheer/Washington,0.0,0.0,0.0,2.0,3.0,0.1143,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.1143,0.0,0.0,0.0,4.0,4.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Keokuk,Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Keokuk,Total,0.0,0.0,0.0,47.0,31.0,0.5715,3.0,0.0,0.0,77.0,84.0,1.143,0.0,0.0,0.0,2.0,2.0,0.1143,40.0,39.0,0.4572,0.0,0.0,0.0,61.0,52.0,0.9144,2.0,2.0,0.0,28.0,35.0,0.6858,10.0,7.0,0.1143,0.0,0.0,0.0,1.0,5.0,0.0
Kossuth,GM- RM,0.0,0.0,0.0,8.0,8.0,0.1778,0.0,0.0,0.0,5.0,6.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0889,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,AL1,0.0,0.0,0.0,13.0,13.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,8.0,8.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,HB- LY- LN- SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,2.0,2.0,0.0889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,AL3,0.0,0.0,0.0,12.0,12.0,0.1778,0.0,0.0,0.0,14.0,14.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,8.0,8.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,BT- FT- UN,0.0,0.0,0.0,9.0,10.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,UN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,PR- WL,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0889,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,CR- IV- RV,1.0,0.0,0.0,16.0,16.0,0.2667,0.0,0.0,0.0,13.0,16.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0889,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,AL2,0.0,0.0,0.0,25.0,25.0,0.4444,0.0,0.0,0.0,18.0,19.0,0.3556,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.2667,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,LV- SM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,EG- GT- HS- SW,0.0,0.0,0.0,2.0,2.0,0.0889,0.0,0.0,0.0,5.0,6.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,PC,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,CR 2,0.0,0.0,0.0,6.0,6.0,0.0889,0.0,0.0,0.0,5.0,5.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,GF- WM,0.0,0.0,0.0,4.0,4.0,0.0889,0.0,0.0,0.0,4.0,8.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kossuth,AL4,0.0,0.0,0.0,9.0,13.0,0.1778,1.0,0.0,0.0,18.0,21.0,0.3556,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.1778,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kossuth,IV- PC,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,LC,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Kossuth,GW- SN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,BF- PT,0.0,0.0,0.0,6.0,8.0,0.1778,0.0,0.0,0.0,13.0,15.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kossuth,Total,1.0,0.0,0.0,120.0,127.0,2.1335,1.0,0.0,0.0,140.0,157.0,3.1115,0.0,0.0,0.0,0.0,0.0,0.0,83.0,94.0,1.6002,0.0,0.0,0.0,54.0,37.0,0.6223,15.0,7.0,0.0889,34.0,27.0,0.3556,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Lee,West Point/Pleasant Ridge/Denmark,0.0,0.0,0.0,21.0,21.0,0.56,0.0,0.0,0.0,33.0,35.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.28,0.0,0.0,0.0,16.0,18.0,0.28,10.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
Lee,Keokuk 3,0.0,0.0,0.0,9.0,9.0,0.14,0.0,0.0,0.0,18.0,19.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.14,0.0,0.0,0.0,13.0,14.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Lee,Fort Madison 2,0.0,0.0,0.0,13.0,16.0,0.28,0.0,0.0,0.0,36.0,34.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.14,0.0,0.0,0.0,14.0,15.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Keokuk 4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,0.56,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.28,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Green Bay/Washington,0.0,0.0,0.0,21.0,21.0,0.42,0.0,0.0,0.0,19.0,19.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.28,0.0,0.0,0.0,9.0,11.0,0.28,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Fort Madison 5,0.0,0.0,0.0,24.0,25.0,0.42,0.0,0.0,0.0,30.0,35.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,0.56,2.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Keokuk 7,0.0,0.0,0.0,22.0,22.0,0.28,0.0,0.0,0.0,22.0,27.0,0.42,0.0,0.0,0.0,1.0,0.0,0.0,7.0,13.0,0.14,0.0,0.0,0.0,15.0,18.0,0.28,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Jefferson,0.0,0.0,0.0,7.0,7.0,0.14,0.0,0.0,0.0,18.0,18.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
