County,Precinct Short Name,Delegates to County Convention,State Delegate Equivalents
Polk,ANK 07,8,2.238401142041399
Polk,ANK 10,8,2.238401142041399
Polk,JOHN 3,8,2.238401142041399
Polk,SAYLOR1,8,2.238401142041399
Polk,WDM-111,8,2.238401142041399
Polk,WDM-113,8,2.238401142041399
Polk,WDM-315,8,2.238401142041399
Polk,DM 001,4,1.1192005710206996
Polk,DM 005,4,1.1192005710206996
Polk,DM 019,4,1.1192005710206996
Polk,DM 024,4,1.1192005710206996
Polk,DM 035,4,1.1192005710206996
Polk,DM 053,4,1.1192005710206996
Polk,DM 054,4,1.1192005710206996
Polk,DM 074,4,1.1192005710206996
Polk,CROCK 2,4,1.1192005710206996
Polk,ELKHART,4,1.1192005710206996
Polk,FRANKLI,4,1.1192005710206996
Polk,WDM-313,4,1.1192005710206996
Crawford,SRK,3,0.44999999999999996
Ida,IG3,3,0.44999999999999996
Winnebago,FC 4,3,0.44999999999999996
Winnebago,NEFOD1,3,0.44999999999999996
Wapello,CB,5,0.44999999999999996
Benton,BP1,6,0.44999999999999996
Benton,BP3,6,0.44999999999999996
Benton,HO,6,0.44999999999999996
Benton,KA,6,0.44999999999999996
Delaware,DW,6,0.44999999999999996
Mitchell,OS2,6,0.44999999999999996
Marion,KX4,5,0.8999999999999999
Marion,LP,5,0.8999999999999999
Crawford,D1,6,0.8999999999999999
Ida,GG,6,0.8999999999999999
Benton,FL,12,0.8999999999999999
Benton,VT1,12,0.8999999999999999
Delaware,MC1,12,0.8999999999999999
Delaware,MLPR,12,0.8999999999999999
Fremont,SN,12,0.8999999999999999
Mitchell,9,12,0.8999999999999999
Des Moines,BU3,5,1.7999999999999998
Des Moines,BU4,5,1.7999999999999998
Des Moines,BU5,5,1.7999999999999998
Des Moines,FM,5,1.7999999999999998
Pottawattamie,CB 06,15,1.7999999999999998
Pottawattamie,CB 07,15,1.7999999999999998
Pottawattamie,CB 10B,15,1.7999999999999998
Pottawattamie,CB 17,15,1.7999999999999998
Wapello,OT02,20,1.7999999999999998
Scott,B12,6,2.48
Scott,B22,6,2.48
Scott,B31,6,2.48
Scott,B32,6,2.48
Scott,D12,6,2.48
Scott,D13,6,2.48
Scott,D21,6,2.48
Scott,D24,6,2.48
Scott,D52,6,2.48
Scott,D53,6,2.48
Scott,D61,6,2.48
Scott,D62,6,2.48
Scott,D73,6,2.48
Scott,EL1,6,2.48
Cerro Gordo,MC W3P3,14,2.48
Warren,CM WDM,2,0.4666666666666667
Warren,LC1,2,0.4666666666666667
Warren,SQC,2,0.4666666666666667
Warren,VA,2,0.4666666666666667
Mills,PJ,3,0.4666666666666667
Butler,3-DU,4,0.4666666666666667
Butler,4-AL,4,0.4666666666666667
Harrison,MA,5,0.4666666666666667
Harrison,TA,5,0.4666666666666667
Sac,1,7,0.4666666666666667
Worth,W21,7,0.4666666666666667
Worth,W22,7,0.4666666666666667
Dubuque,3,7,1.8666666666666667
Dubuque,8,7,1.8666666666666667
Dubuque,13,7,1.8666666666666667
Dubuque,18,7,1.8666666666666667
Dubuque,33,7,1.8666666666666667
Dubuque,36,7,1.8666666666666667
Dubuque,41,7,1.8666666666666667
Dubuque,42,7,1.8666666666666667
Warren,AL3,8,1.8666666666666667
Warren,NW1,8,1.8666666666666667
Wright,BM,14,1.8666666666666667
Fayette,OE2,7,0.84
Fayette,WF,7,0.84
Greene,EAST,7,0.84
Madison,JL,7,0.84
Madison,S,7,0.84
Pottawattamie,CL 1,7,0.84
Pottawattamie,CL 2,7,0.84
Pocahontas,PH1,14,0.84
Polk,DM 010,10,2.798001427551749
Polk,DM 028,10,2.798001427551749
Polk,DM 060,10,2.798001427551749
Polk,DM 061,10,2.798001427551749
Polk,DM 071,10,2.798001427551749
Polk,DM 080,10,2.798001427551749
Polk,ALT 4,10,2.798001427551749
Polk,ANK 02,10,2.798001427551749
Polk,ANK 05,10,2.798001427551749
Polk,ANK 06,10,2.798001427551749
Polk,ANK 08,10,2.798001427551749
Polk,ANK 09,10,2.798001427551749
Polk,ANK 14,10,2.798001427551749
Polk,CLIVE 4,10,2.798001427551749
Polk,JOHN 4,10,2.798001427551749
Polk,URB 03,10,2.798001427551749
Polk,URB 05,10,2.798001427551749
Polk,URB 08,10,2.798001427551749
Polk,URB 10,10,2.798001427551749
Polk,WDM-311,10,2.798001427551749
Polk,WDM-312,10,2.798001427551749
Polk,DM 006,5,1.3990007137758744
Polk,DM 012,5,1.3990007137758744
Polk,DM 018,5,1.3990007137758744
Polk,DM 027,5,1.3990007137758744
Polk,DM 051,5,1.3990007137758744
Polk,DM 052,5,1.3990007137758744
Polk,DM 068,5,1.3990007137758744
Polk,DM 084,5,1.3990007137758744
Polk,ALT 1,5,1.3990007137758744
Polk,DEL 1,5,1.3990007137758744
Polk,JEFF 1,5,1.3990007137758744
Polk,RUNNELL,5,1.3990007137758744
Polk,WDM-112,5,1.3990007137758744
